geo_id,city,zip,california_county,latitude,longitude,drinking_water,low_birth_weight,total_birth_pop,total_birth_count,birthing_rate,avg_birthing_age,teen_birth,geriatric_birth,female_employment_rate,unemployment_rate,health_insurance_coverage,disability,poverty_rate_families,poverty_rate_all,residence_over_1y,edu_less_than_hs,edu_some_hs,edu_hs,edu_some_college,edu_associate,edu_bachelors,edu_grad_prof,edu_hs_or_higher,edu_bachelors_or_higher,fms_never_married,fms_married_separated,fms_separated,fms_widowed,fms_divorced,foreign_born,foreign_born_europe,foreign_born_asia,foreign_born_africa,foreign_born_oceania,foreign_born_latin_america,foreign_born_north_america,foreign_born_not_citizen,limited_english,limited_english_spanish,limited_english_indo_euro,limited_english_aapi,limited_english_other
6001400100,Oakland,94704,Alameda,37.8675947,-122.2319033,110.4123824,3.85,537,52,0.09683426443202979,25.46153846153846,0,3167.269230769231,55.5,5.6,96.8,8.2,2.2,3.5,86.6,0.4,1.3,3.4,9.5,5.7,31.2,48.5,98.3,79.7,23.4,60.3,2.9,6,7.5,26.2,29.7,63,1.7,0,5.7,0,26.2,6.7,0,2.8,3.9,0
6001400200,Oakland,94618,Alameda,37.848171,-122.2495763,110.4123824,4.05,513,4,0.007797270955165692,27,0,41174.5,68.1,2.2,94.8,7.3,1.3,5.8,87.7,0.4,1.1,3.9,9.7,1.9,38.2,44.8,98.5,82.9,35.8,47.8,1.9,3.4,11,11.7,29.7,54.7,0,3.9,9.5,2.2,38.4,2.6,1.7,0.4,0.5,0
6001400300,Oakland,94618,Alameda,37.8405983,-122.2544365,110.4123824,3.78,1544,91,0.05893782383419689,27,0,1809.868131868132,73.4,8.8,96,7.3,1.6,8.1,84.1,4.7,0.3,11,9.7,5.6,34.7,34,95,68.8,34.5,43.9,2.8,9.1,9.7,18.3,12.2,19.4,40.1,0,27.3,1.1,44.9,8.3,1.5,0.3,2,4.5
6001400400,Oakland,94609,Alameda,37.8482107,-122.2574628,110.4123824,4.44,1317,86,0.06529992406985573,27.813953488372093,0,1915.093023255814,78.4,3.3,96.5,13.4,1.2,7.4,84.7,2.5,3.6,5.1,10.2,3,29.3,46.2,93.9,75.5,47,38.7,0.6,4.5,9.2,8.7,31.1,53.8,2.8,0,5.3,7,34.5,2.6,0.2,0.3,1.9,0.3
6001400500,Oakland,94609,Alameda,37.8485167,-122.2647445,110.4123824,3.64,1352,60,0.04437869822485207,26.416666666666668,0,2744.9666666666667,73.3,6.5,88,9.5,6.1,12.7,77.5,2,1.2,11.8,16.8,6.3,38.8,23.1,96.8,61.9,56.4,22.6,2.4,6.6,11.9,16.8,26.4,10.6,18.9,0,39.6,4.4,66.4,4.9,2.4,1,1.4,0
6001400600,Oakland,94609,Alameda,37.8419909,-122.2648882,110.4123824,2.56,533,17,0.03189493433395872,24.647058823529413,0,9688.117647058823,75.5,14.9,86.8,11.8,3,6.6,79.7,5.9,2,16.8,11.7,8.4,31,24.4,92.2,55.3,40.1,45.5,0.8,6.8,6.8,13,21.3,36.1,25,2.3,15.3,0,26.4,4.1,1.3,1.5,1,0.3
6001400700,Oakland,94608,Alameda,37.8417578,-122.2723135,110.4123824,5.6,1206,91,0.07545605306799337,28.043956043956044,0,1809.868131868132,57.1,10.5,83.6,18.6,14.5,19.8,78.8,4.3,5.1,22.5,22.6,4.5,24.2,16.7,90.6,40.9,49.4,22.7,5.2,10.4,12.2,11,10.2,31,18.6,0,40.2,0,45.4,9.2,4.7,0.7,0,3.8
6001400800,Oakland,94608,Alameda,37.8454493,-122.2833803,110.4123824,7.44,976,83,0.08504098360655737,33.9277108433735,0,1984.313253012048,72.7,11.1,87.3,11.9,3.3,8.7,82.8,6.2,3.6,13.1,20.2,7.3,27.8,21.9,90.2,49.7,44.6,32.2,0.6,7.2,15.4,19,27.2,39.4,8.1,0,23.6,1.8,37.6,7.9,3.3,1.5,1.4,1.7
6001400900,Oakland,94608,Alameda,37.8394669,-122.2802437,110.4123824,7.89,641,35,0.054602184087363496,33.52857142857143,0,4705.657142857143,71.9,5.3,94.5,15,9.5,14.6,82.8,2.1,4.7,21.6,21.4,8.5,27,14.6,93.1,41.6,41.3,30,5.5,6.8,16.3,14.1,5.5,44.3,24.1,0,17.3,8.8,37.5,4.5,0.9,0,0.6,3
6001401000,Oakland,94608,Alameda,37.831217,-122.2719625,110.4123824,6.9,1760,7,0.003977272727272727,24.142857142857142,0,23528.285714285714,60.3,9.2,90.4,16.9,21.3,27.2,86,4,9.7,19.2,27.2,6.8,19.3,13.9,86.4,33.2,54.4,25.2,5.2,10.2,4.9,12.2,8.1,22.1,5.8,2.2,61.9,0,54.1,6.5,5.6,0,0.9,0
6001401100,Oakland,94609,Alameda,37.8304835,-122.2638645,110.4123824,6.62,1432,74,0.051675977653631286,33.554054054054056,0,2225.6486486486488,76.1,12.8,88.4,7.6,8.3,15.6,67,0.8,2.4,11.7,23.1,4.9,37.1,20,96.8,57.1,55,24.8,0.7,2.7,16.9,10.9,7.7,51.9,2.4,15.3,22.8,0,30.2,4.1,0.8,0.4,2.8,0
6001401200,Oakland,94609,Alameda,37.8305977,-122.2579072,110.4123824,2.92,873,0,0,NA,NA,NA,80.3,11.8,96.5,7.3,1.4,8,78.8,2.1,3.8,7.3,18.5,6.2,33.7,28.5,94.1,62.1,54.3,30.5,2.9,4.5,7.8,15,14.7,41.6,15.7,2.1,25.9,0,48.8,7.1,1.6,0.1,3.4,2
6001401300,Oakland,94609,Alameda,37.8180997,-122.2667133,110.4123824,6.61,1020,0,0,NA,NA,NA,65.5,15.5,71.3,16.9,15.6,33.2,65.7,6.3,11.6,21.5,21.2,5.8,20.9,12.6,82.1,33.5,47.9,23.4,5.7,10.4,12.7,25.7,4.8,61.4,15.7,0.4,16,1.7,61.2,19,4.3,0.9,10.7,3.1
6001401400,Oakland,94608,Alameda,37.8207387,-122.2733758,110.4123824,6.15,1131,127,0.11229000884173299,31.488188976377952,0.08661417322834646,1296.8346456692914,51.1,16.2,81.9,20.8,34.6,40.7,78.7,6.5,14.6,27.4,25.8,7,11.7,6.9,78.9,18.6,46.9,29.7,3.6,9.4,10.3,23.4,3.3,38.4,8.5,0,49.8,0,61.7,16.6,8.6,0,6.5,1.5
6001401500,Oakland,94608,Alameda,37.8229232,-122.2806358,110.4123824,9.55,586,0,0,NA,NA,NA,63.5,9.7,75.9,18.1,15.9,23,76.5,6.3,5.9,18.4,27.6,10.8,23,8,87.7,31,53,16.5,2.9,14.2,13.4,16.4,8.8,49.7,13,0,22.9,5.5,68,10.3,2,0,6.8,1.5
6001401600,Oakland,94607,Alameda,37.8173716,-122.2814825,110.4123824,7.45,503,18,0.03578528827037773,23.944444444444443,0,9149.888888888889,69.3,8.4,83.7,20.1,25.5,30.3,85.9,5.8,7,15.5,28.4,10.8,16.5,16.1,87.2,32.6,48,27.8,5.7,3.9,14.6,22.7,6,43.6,14.5,0,27.5,8.3,59.5,17.6,5.7,0,10.3,1.6
6001401700,Oakland,94607,Alameda,37.8134257,-122.3193044,110.4123824,6.48,785,28,0.035668789808917196,25.75,0,5882.071428571428,73.7,6.7,85.2,9.3,22.3,22.2,76.2,7.2,8.7,9,22.7,6.6,34.3,11.6,84.2,45.8,51.6,37,4.5,0.6,6.2,25.2,10.9,32.8,13,3,40.3,0,57.4,14.8,8.1,1.1,1.4,4.2
6001401800,Oakland,94607,Alameda,37.809532,-122.298236,110.4123824,7.8,591,56,0.09475465313028765,34.32142857142857,0,2941.035714285714,68.8,20,81.6,12.5,41.2,37.2,79.5,3.9,14.1,16.7,24.6,9.3,21.7,9.8,82.1,31.5,58.6,17.2,6.3,13.1,4.9,14.7,13.6,22.3,9.1,0,53.3,1.7,59.9,7.5,5.8,0,1.4,0.3
6001402200,Oakland,94607,Alameda,37.8063512,-122.2963076,110.4123824,7.42,664,52,0.0783132530120482,27.48076923076923,0,3167.269230769231,59.2,13.8,84.3,17.5,25,25.9,83.1,10,9,20.5,24.3,8.3,18.4,9.3,80.9,27.8,48,28.2,1.5,9.8,12.5,20.3,1.6,49.8,2,0,46.6,0,46.8,19.9,11.5,0.2,8.2,0
6001402400,Oakland,94607,Alameda,37.812031,-122.2824569,110.4123824,4.73,820,122,0.14878048780487804,37,0,1349.983606557377,56.9,16.2,86.4,19.2,23.4,27.5,88.5,14.4,7.8,21.2,25.2,6.7,17.1,7.6,77.8,24.6,50.4,22.6,3.6,15.5,7.9,20.9,1.1,55,14.1,0,28.8,1,40,20.1,6.3,0.4,10.8,2.6
6001402500,Oakland,94607,Alameda,37.8057305,-122.2847803,110.4123824,10.08,590,55,0.09322033898305085,32.36363636363637,0,2994.509090909091,58.4,25.5,87.4,17.7,51.5,49.6,86.3,5.2,13.2,26,31.3,6.3,15.5,2.5,81.6,18,56.3,20.8,2.6,7,13.3,17.2,0,42.4,17.4,0,35.7,4.6,28.4,15.3,4.7,0,6.4,4.1
6001402600,Oakland,94607,Alameda,37.8042711,-122.2799541,110.4123824,1.61,283,11,0.038869257950530034,22,0,14972.545454545454,52.8,16.7,87,23.2,40.1,42.8,93.3,18.2,8.3,26,18.5,4,18.7,6.4,73.5,25,33.9,41.8,0.8,15,8.4,52.5,0.6,91.5,6,0,1.9,0,35,48.3,0,0,43.5,4.8
6001402700,Oakland,94612,Alameda,37.8103872,-122.2769914,110.4123824,10.86,725,106,0.14620689655172414,38.56132075471698,0,1553.754716981132,70.9,8.3,89.7,15.8,36.6,31,62.8,11.1,16.9,15.7,25.6,1.7,20.5,8.5,72,28.9,71.6,15.5,0.3,9,3.6,11,0,31.2,3,0,65.8,0,53.5,11.2,8,0,2.9,0.3
6001402800,Oakland,94612,Alameda,37.8087183,-122.2715003,110.4123824,4.98,853,49,0.05744431418522861,32.40816326530612,0,3361.183673469388,45.1,14.9,84.9,27.3,27.1,43.3,68.8,9.1,12.2,12.4,26.7,5.8,22.1,11.7,78.7,33.8,47.6,23.6,6,11.3,11.5,28.9,5.9,49.1,34.2,0,7.6,3.2,45.8,18.5,0,0.8,12,5.7
6001402900,Oakland,94612,Alameda,37.8071501,-122.26681,110.4123824,3.28,401,20,0.04987531172069826,22,0,8234.9,46.4,7.9,78.5,21.5,22.1,25,75.8,16.1,5.3,19.1,17.3,5.5,25.9,10.9,78.6,36.8,40.6,26.5,1,22.1,9.8,45.7,3.4,84.4,3.6,0,7.9,0.6,41.7,30.5,1.5,1.8,27.2,0
6001403000,Oakland,94607,Alameda,37.8004265,-122.270732,110.4123824,7.14,539,0,0,NA,NA,NA,38.6,12.6,88,29.7,14.3,31.1,88.2,29.9,12.4,22.6,8.6,1.9,19.1,5.5,57.7,24.6,23.6,40.2,2.2,26.2,7.8,68.8,0,98,0,0,1.6,0.4,33.8,63,0.3,0,62.7,0
6001403100,Oakland,94607,Alameda,37.8022742,-122.2755009,110.4123824,2.02,358,19,0.05307262569832402,22,0,8668.315789473685,69.1,7,88.6,19,25.4,31.7,66.4,18,9.3,15.1,16.3,2.8,22.6,15.9,72.8,38.5,30.7,45.7,2.9,10.4,10.3,36.9,3,72.4,1.5,1.5,21.6,0,43.4,28.7,5.5,0,23.2,0
6001403300,Oakland,94607,Alameda,37.7944308,-122.2663244,110.4123824,4.59,1371,72,0.0525164113785558,24.430555555555557,0,2287.472222222222,74.4,8.9,82.6,13.9,19.9,22.9,75.8,20.7,5.7,10.9,12,4.3,30.8,15.7,73.6,46.5,46.7,39.4,2.9,5.7,5.3,51.5,0.7,91.1,4.5,0.7,3,0,59.1,40.8,1.6,0.3,38.9,0
6001403400,Oakland,94612,Alameda,37.8047578,-122.2616693,110.4123824,4.89,1160,8,0.006896551724137931,22,0,20587.25,63.2,5.3,82.6,19.5,2.2,12.4,78.2,7.1,2.9,12,14.5,7.2,34.1,22.3,90.1,56.4,48,28.4,1.4,11.4,10.8,27.7,9.7,72.6,6.7,0,11,0,26.6,18.4,2.9,1.3,13.7,0.5
6001403501,Oakland,94611,Alameda,37.8177294,-122.2600769,110.4123824,5.45,1117,41,0.03670546105640107,22.609756097560975,0,4017.0243902439024,54.1,6.3,87.6,18.9,16.1,23.7,84,8,6.2,10.2,21.1,8.5,24.2,21.9,85.8,46,45.1,21.9,3.3,16.3,13.5,27.9,1.1,64.8,19.8,0,13.3,1,34.1,18.9,0,0.5,15,3.4
6001403502,Oakland,94610,Alameda,37.8159606,-122.2569405,110.4123824,6.11,738,0,0,NA,NA,NA,77.1,9.4,91.8,11.3,6.4,14.4,75,1.7,4.6,8.3,25.1,2.9,29.5,27.9,93.7,57.4,46.9,30.5,7.7,2.6,12.4,23.1,11.8,60.6,11.4,0,14.4,1.8,12.8,5.9,0.1,0.5,4.9,0.5
6001403600,Oakland,94610,Alameda,37.8135127,-122.253492,110.4123824,6.99,1477,38,0.025727826675693975,22,0,4334.1578947368425,75.2,7,93.2,7.9,14.2,9.6,78.7,0.8,2.7,10.7,20.3,6.2,35.5,23.8,96.5,59.3,43.6,29.6,2,4.8,20,26.7,14.4,40.2,32.6,0,12.8,0,50.4,7.6,2,1.3,2.4,2
6001403701,Oakland,94610,Alameda,37.8112134,-122.2586656,110.4123824,2.24,1010,56,0.055445544554455446,31.107142857142858,0,2941.035714285714,65.4,1.6,87,13.1,16.3,12,80.5,0.9,3.1,9,16.5,6.4,33,31.1,96,64.1,57.4,25.5,0.8,9.3,7,18.8,5.5,47.4,23.6,5.3,16.6,1.5,35.9,6.6,1,0.3,2.7,2.6
6001403702,Oakland,94610,Alameda,37.8095265,-122.2520804,110.4123824,2.52,715,0,0,NA,NA,NA,84.2,3.5,94.4,8.1,0,6,86.1,0.6,0,4.6,20.1,3.4,36.8,34.4,99.4,71.3,49,32.4,0,2.4,16.2,8.7,44.6,27.1,13.3,0,14.5,0.6,47,2.5,0,0.7,0.7,1.1
6001403800,Oakland,94610,Alameda,37.8148343,-122.2416233,110.4123824,4.05,1037,51,0.04918032786885246,23.372549019607842,0,3229.372549019608,74.6,5,92,7,1.6,7.4,83.8,2.4,1.2,5.5,13.1,1.5,41.1,35.3,96.4,76.4,44.1,35.2,2.8,6.6,11.2,13,16.6,64.7,3.2,0,7.3,8.2,30.8,3.9,0.2,0,3.6,0
6001403900,Oakland,94610,Alameda,37.8171931,-122.2487541,110.4123824,3.42,1123,116,0.10329474621549421,29.586206896551722,0,1419.8103448275863,75.2,9,91.4,12,4.3,9.1,67.7,2.1,1.5,11.3,15.8,3.8,31.9,33.6,96.4,65.5,41.1,26.8,2.5,6.8,22.7,21.1,19,60.3,12.6,0,3.2,4.9,39.2,12.6,1.5,1.3,8.1,1.7
6001404000,Oakland,94611,Alameda,37.8232774,-122.2536542,110.4123824,2.68,1008,30,0.02976190476190476,25.333333333333332,0,5489.933333333333,80.5,6.6,88.6,6.5,1.4,10.4,77.3,0,0.4,8.4,14.5,7.4,35.5,33.8,99.6,69.3,52.5,30,0.7,0.7,16.2,22,16.3,42.9,8.6,0,32.2,0,51.1,8.4,4.6,2.8,1,0
6001404101,Oakland,94611,Alameda,37.8300772,-122.2497952,110.4123824,4.56,1065,0,0,NA,NA,NA,74.2,8.1,95.7,9.7,1.5,7.9,86.4,0,0.3,6.2,15.5,5.5,42.5,30,99.7,72.5,40.7,32.7,2.9,9.6,14.1,15.3,31.1,54,0,3.7,4.2,7,52.7,3.5,0.8,0.5,2.2,0
6001404102,Oakland,94611,Alameda,37.8260219,-122.2510667,110.4123824,2.8,609,24,0.03940886699507389,32.354166666666664,0,6862.416666666667,59.2,8.3,96.3,18.5,0,10.9,71.2,1.7,4.2,11.7,14.8,6.7,30.6,30.4,94.1,60.9,39.1,31.5,3,20,6.4,15.9,14.2,76.3,1.7,2.2,3.2,2.2,30.2,11.1,0.7,2.6,7.5,0.3
6001404200,Oakland,94611,Alameda,37.8361078,-122.2344651,110.4123824,3.52,774,67,0.08656330749354005,38.03731343283582,0,2458.179104477612,58.8,7.1,98.1,6.4,1.3,3,82.3,2.5,0.4,4,8.7,3.8,32.2,48.4,97.1,80.6,25.1,56.8,0.5,7.1,10.5,19.5,35.5,38,14.6,1.8,3.8,6.2,28,4.7,0.1,2.5,2.2,0
6001404300,Oakland,94618,Alameda,37.8451917,-122.2381008,110.4123824,3.38,693,107,0.1544011544011544,29.990654205607477,0,1539.233644859813,65.3,5.4,99.1,4.9,0,1.7,88.6,0.3,2.5,6.1,5.5,4,34.4,47.2,97.2,81.5,19.4,68.2,0,5.3,7.2,13.6,32.3,49,7.2,3.3,2.2,6.1,24.1,5,0.8,2.5,1.4,0.3
6001404400,Oakland,94611,Alameda,37.8462442,-122.2150894,110.4123824,5.2,1259,39,0.030976965845909452,25.333333333333332,0,4223.025641025641,75.7,1.2,97.9,3.5,2.9,6.7,91.3,0.4,0.4,3.6,11.3,4.9,36.8,42.6,99.3,79.5,30.9,52.6,2.4,4.6,9.5,15.5,28.2,61.8,0,0,8.3,1.7,40.7,3,0,0.4,2.6,0
6001404501,Oakland,94611,Alameda,37.8271275,-122.2171515,110.4123824,3,357,21,0.058823529411764705,25.80952380952381,0,7842.761904761905,70.6,8.8,96.5,5,1.9,2,93.5,2.2,0.5,2.9,6.3,2.9,37.6,47.6,97.3,85.3,20.8,67.6,0,5.6,6,13.4,19.7,62.6,1.7,0,16,0,15.1,4.3,0.6,1.3,2.4,0
6001404502,Oakland,94611,Alameda,37.8345259,-122.2026154,103.3268028,4.5,1208,0,0,NA,NA,NA,64.6,3.9,93.3,8.4,0.8,2.9,93,0.8,0.5,5.9,10.1,4.3,38.5,40,98.7,78.5,17.4,58.1,2.8,6.2,15.5,14.3,25.2,46.5,0,4.6,15.8,7.8,24.6,2,0,0.2,1.8,0
6001404600,Oakland,94611,Alameda,37.8197458,-122.1910599,203.3516714,2.03,908,31,0.034140969162995596,24.580645161290324,0,5312.8387096774195,61.4,3.6,99.1,6.7,0.5,3.6,89.8,0.5,1.5,5,12.9,6,38.1,36,98,74.1,18.7,59.8,4.3,4.7,12.5,14.1,23.8,51.8,1.5,8.7,6.7,7.5,23.3,3,0.3,1.1,1.5,0
6001404700,Oakland,94602,Alameda,37.8133625,-122.2070119,110.4123824,3.45,460,40,0.08695652173913043,25.125,0,4117.45,62.1,6.4,95.2,7.9,1.7,4.4,87.4,1.3,0.9,6.3,11.9,3.3,41.7,34.7,97.8,76.4,27.5,56.2,1,6.7,8.6,11.2,40,34.2,3.3,6.7,13.8,2.1,43.3,4.3,1.9,1.3,1,0
6001404800,Oakland,94602,Alameda,37.8055076,-122.2131962,110.4123824,4.43,697,99,0.14203730272596843,27.80808080808081,0,1663.6161616161617,67.2,10.5,86.6,12.4,5.9,10.4,87.7,1.8,4.4,14.4,21.6,5.3,32,20.5,93.9,52.5,32.7,41.1,1.3,4.1,20.8,21.1,9.1,55.3,20.3,1.1,11.2,2.9,50.4,12.2,0.8,0.4,9.3,1.7
6001404900,Oakland,94602,Alameda,37.8041479,-122.2215015,110.4123824,5.14,869,107,0.12313003452243959,31.252336448598133,0,1539.233644859813,62.6,4.4,87.4,12.1,4.1,6.3,85.7,1.5,5.7,10.7,12.3,4.1,34.9,30.7,92.8,65.7,27.7,43.6,1,7.9,19.8,19.6,8.6,58.7,0,0,25.4,7.3,24.2,7.7,3,0.6,3.9,0.2
6001405000,Oakland,94610,Alameda,37.8121648,-122.2190899,110.4123824,3.5,969,42,0.043343653250773995,26.047619047619047,0,3921.3809523809523,68.9,5.7,91.1,12.3,1.1,5.4,89.7,2.6,1.5,8.9,16.6,4.3,33.3,32.7,95.9,66,40,42.1,0,9.5,8.5,8,21.5,56.7,0,2.6,11.5,7.8,30.7,4.3,0.3,0,4,0
6001405100,Oakland,94610,Alameda,37.8114477,-122.2321836,110.4123824,3.75,849,130,0.15312131919905772,26.076923076923077,0,1266.9076923076923,65.7,4.5,99.2,3.7,1.2,1.7,88,1,0.8,3.1,11,3.8,36.2,44.1,98.3,80.3,18.5,66.6,0.5,4.6,9.8,9.9,23.9,57.8,0,4.3,6.6,7.3,33.9,7,2.8,0.5,3.7,0
6001405200,Oakland,94606,Alameda,37.8052604,-122.2433878,110.4123824,5.32,1506,63,0.04183266932270916,22,0,2614.253968253968,80,8.3,95.1,12.6,6.7,7.8,85.1,6.5,2.6,8.3,13.5,3.8,39.8,25.4,90.9,65.2,44.8,33.8,0.8,7.5,13.1,23.2,7.7,74.4,4,0,14,0,35.8,14.1,0.2,2.5,10.7,0.7
6001405301,Oakland,94606,Alameda,37.8020757,-122.2513558,110.4123824,6.85,902,70,0.07760532150776053,22,0,2352.8285714285716,71.4,6.6,90.2,16.3,0,6.4,79.4,5.3,2.2,9.4,19.2,6.1,33.5,24.4,92.6,57.9,39.8,33.8,5,10.6,10.7,20.7,2.3,36.2,30.8,0,29.6,1.2,53,12.4,4.9,1.7,4.4,1.4
6001405302,Oakland,94606,Alameda,37.7985014,-122.2542495,110.4123824,4.84,521,38,0.07293666026871401,28.18421052631579,0,4334.1578947368425,55.3,12.9,83.1,16.8,19.6,23.9,85.7,13.7,8.1,8.2,24.2,7.4,26.7,11.7,78.2,38.4,31.1,36,0.8,16.7,15.4,50.7,9.2,56.4,12.4,0,21,1,43.6,36.3,6.9,2.1,24.8,2.4
6001405401,Oakland,94606,Alameda,37.7965384,-122.2494562,110.4123824,5.26,1290,54,0.04186046511627907,26.38888888888889,0,3049.962962962963,59.8,12.9,72.2,10.7,22.5,27.7,80.7,22.2,11.2,18.3,23.2,8,10.5,6.6,66.6,17.1,46.3,35.2,0.5,11.1,6.8,42.7,2.2,56,4.3,0,37.5,0,61.1,38.9,14.3,2.3,21.6,0.7
6001405402,Oakland,94606,Alameda,37.7933319,-122.2461006,110.4123824,6.58,881,32,0.036322360953461974,25.90625,0,5146.8125,71,17.3,78.4,7.5,22.3,24.7,81.1,16,9.9,28.7,18.5,6,15.5,5.4,74.1,20.9,42.8,33.1,1.8,11.2,11.1,43.9,0.4,55.6,15.5,8.7,19.8,0,61.1,36.9,7.2,0.3,22.4,7
6001405500,Oakland,94606,Alameda,37.7982821,-122.243279,110.4123824,7.8,1343,42,0.03127326880119136,37,0,3921.3809523809523,67,7.3,85.5,11.3,17.5,19.6,83.8,16.8,7.1,14.3,19.3,7.2,22.8,12.4,76.1,35.2,49.2,31.2,0,8.8,10.8,35.7,7.1,73.8,0,0,17.8,1.4,37.6,27.5,4.2,1.3,22,0
6001405600,Oakland,94610,Alameda,37.8008019,-122.2372726,110.4123824,7.56,972,39,0.040123456790123455,30.846153846153847,0,4223.025641025641,74.3,10.1,83.3,8.9,12.9,12.3,85.1,11.2,6.9,10.8,18.6,8.4,25.3,18.8,81.9,44.1,49.9,31.9,0.7,3.6,13.9,28,0.7,73,9.5,0,14.6,2.2,59,23.8,2.2,0.9,17.7,3.1
6001405700,Oakland,94606,Alameda,37.7982307,-122.2296737,110.4123824,6.3,929,17,0.01829924650161464,22,0,9688.117647058823,54.4,17.7,88.2,14.8,16,20,77.7,17.1,9.8,20.3,23.8,12.9,8.4,7.8,73.1,16.2,46.6,36.3,5.2,3.6,8.3,31.4,0.6,63.3,4,0,32.1,0,34.9,28.3,9.7,0.3,17.2,1.1
6001405800,Oakland,94606,Alameda,37.7939452,-122.2330985,110.4123824,6.82,1123,130,0.1157613535173642,29.23076923076923,0,1266.9076923076923,55.1,9.1,84.6,8.9,31.5,32.7,85,20.9,9.9,24.4,18.2,5.4,14.9,6.3,69.2,21.2,36.6,39.4,5.8,7.8,10.4,41.4,0,59.5,14.8,0,25.7,0,50.1,36,7.2,0,23.2,5.5
6001405901,Oakland,94606,Alameda,37.787786,-122.2357701,110.4123824,5.01,1275,63,0.04941176470588235,27.714285714285715,0,2614.253968253968,50,17.9,73.2,10.5,27.7,32.4,92.9,25.8,21.5,14.7,26.6,5.1,3.8,2.5,52.6,6.3,48.5,32.8,0,11,7.7,48,0.2,61.5,7.1,0,31.3,0,37.5,49.7,15.8,0,31.3,2.6
6001405902,Oakland,94606,Alameda,37.7909446,-122.240953,110.4123824,6.55,988,20,0.020242914979757085,22,0,8234.9,57.2,13.4,77,10.6,32.3,34.4,91.6,34.9,11.6,27.1,10,2.2,12.2,2,53.5,14.2,37.8,47.3,4.7,7.7,2.5,47.1,0.2,64,2.6,2.3,30.8,0,61.1,46.9,12.5,2.2,28.8,3.4
6001406000,Oakland,94606,Alameda,37.7875675,-122.246184,110.4123824,5.95,1004,20,0.0199203187250996,22,0,8234.9,55.1,10.8,84.5,15.4,33.5,35.8,82.5,24.6,7.5,12.6,20.8,4.3,20.4,9.7,67.9,30.2,40.3,32.6,1.6,14.4,11.1,45.7,0.7,80.4,8.7,0.6,9.5,0,41.3,43.5,4.8,0,37.9,0.8
6001406100,Oakland,94601,Alameda,37.7741552,-122.2275943,110.4123824,5.25,1288,81,0.06288819875776397,31.012345679012345,0,2033.3086419753085,64.2,10.1,71.8,6.6,24,26.3,88.5,24.8,11,14,19.6,5.2,14.7,10.7,64.2,25.4,51.5,31,3.5,1.5,12.6,43.8,1.1,25.7,0.4,0.4,72.4,0,60.8,37.8,29,0.2,8.7,0
6001406201,Oakland,94601,Alameda,37.7850448,-122.230736,110.4123824,6.35,1179,179,0.15182357930449533,32.89385474860335,0,920.1005586592179,62.5,18.7,77.2,10.7,33,35,79,20.4,12.9,22.2,23.8,3.7,11.1,5.8,66.7,16.9,45.6,32.7,3.8,9.5,8.4,40.5,1.7,51,2.1,0,45.2,0,61.3,41.4,16.4,2.7,20.6,1.7
6001406202,Oakland,94601,Alameda,37.7819786,-122.2265557,110.4123824,4.81,1209,106,0.08767576509511993,27.70754716981132,0,1553.754716981132,46.8,14.2,66.7,8.6,32.5,38.7,83.4,28.1,14.1,20.9,16,3.6,15.6,1.7,57.8,17.3,50.4,28.4,8.4,7.7,5.1,47.7,0,24.5,2.7,0,72.9,0,80,49.8,35.7,0,8.1,6
6001406300,Oakland,94601,Alameda,37.7892881,-122.2250125,110.4123824,4.01,1016,96,0.09448818897637795,30.859375,0,1715.6041666666667,55.5,7.3,85,9.4,18.4,21.7,85.9,26.4,8.7,14.8,15.4,8.9,17.7,8,64.9,25.7,41.3,34.2,7,7.4,10.1,38.6,0,63.6,0.8,0,35.6,0,60.2,39.2,11.8,1.4,23.2,2.8
6001406400,Oakland,94602,Alameda,37.796806,-122.2217201,110.4123824,6.34,547,43,0.07861060329067641,25.488372093023255,0,3830.186046511628,42.7,10.3,76.8,20.9,18.9,19.4,86.4,7.4,8.6,14.2,34.3,5.8,15.5,14.1,84,29.7,30.7,36.9,1,16.9,14.5,29.2,6.8,58.8,5.2,0,28.7,0.4,58,21.5,7.4,0.5,12,1.6
6001406500,Oakland,94601,Alameda,37.7880813,-122.2169867,110.4123824,6.3,1680,146,0.0869047619047619,30.21917808219178,0,1128.0684931506848,57.7,13.7,78.6,11.4,20.9,23.3,90.8,22.5,12,22.1,17.5,3.8,13.9,8.2,65.5,22.1,45.3,37.7,1.9,5.3,9.7,44.6,3.6,39.6,1.2,0.8,54.8,0,57.3,37.2,20.6,1.2,13.5,1.9
6001406601,Oakland,94602,Alameda,37.7936085,-122.2079568,110.4123824,4.85,1101,133,0.12079927338782924,24.93609022556391,0,1238.3308270676691,57.1,15.4,92.3,15.4,17.7,16.7,90.3,18.3,8.6,23.9,24.3,6.3,12.1,6.4,73.1,18.5,31.3,43.8,3.8,10.3,10.8,29,0.3,65.3,3.3,0,28.3,2.8,46.2,25.7,5.8,5.6,11.4,2.8
6001406602,Oakland,94602,Alameda,37.7964782,-122.2143073,110.4123824,4.13,684,35,0.05116959064327485,22.857142857142858,0,4705.657142857143,65.2,8.5,77.6,11.7,16.7,20.9,85.7,17.9,8.9,21.8,23.3,5.2,17.3,5.7,73.3,23,37,35.1,2,10.8,15,42.2,0,54.8,0.1,0,45.1,0,52,34.5,14.9,0,16,3.6
